track_id,genre,lyrics
TRIZSCS128F428A1BE,Country,1:9 2:1 3:13 4:3 7:2 9:3 10:1 11:1 15:4 16:1 19:2 20:3 21:2 23:1 26:4 27:4 31:3 34:3 56:2 58:2 62:3 63:1 66:3 70:1 74:1 80:2 83:1 84:2 94:2 110:1 123:1 131:3 141:2 153:3 159:1 182:2 187:2 200:1 202:2 203:1 232:1 251:2 307:1 348:2 354:4 430:3 485:1 488:2 639:2 930:1 1098:1 1412:1
TRIMHGU128F4289D24,Country,1:15 2:2 3:2 4:6 6:3 7:1 8:1 9:2 10:1 13:1 15:2 16:2 19:1 20:1 29:4 31:1 32:3 34:8 35:1 39:2 43:1 48:1 49:1 59:1 66:4 83:1 85:1 100:2 103:1 127:1 133:1 136:2 157:1 161:2 172:1 195:1 214:2 216:1 232:2 258:6 264:6 340:1 536:1 634:1 697:2 797:1 961:2 1256:1
TRCYPNC128F145E2F5,Country,1:7 3:15 4:6 6:2 8:2 9:3 12:1 13:1 14:13 16:3 21:8 27:1 30:2 31:1 32:1 33:4 35:1 37:1 40:5 41:1 43:1 44:7 62:1 64:1 65:7 66:2 67:1 70:1 87:1 101:1 115:1 123:1 134:1 142:2 201:1 248:2 250:13 271:1 274:13 284:1 380:1 414:1 437:1 504:1 519:1 747:1 1062:1 1146:1 1253:1 1327:1 2419:1 2449:1 2467:1
TRMCPBE128F933B0E6,Country,1:6 2:3 4:5 5:4 7:2 8:1 9:5 11:3 13:1 20:5 21:1 25:1 29:1 33:1 43:1 79:2 89:1 97:5 131:1 140:1 152:1 162:16 196:1 224:1 250:1 263:1 327:1 352:1 354:1 366:1 398:1 417:1 427:1 433:1 475:1 477:1 553:1 571:5 764:1 1005:1 1351:1
TRDVGAY128F421A4CF,Country,6:7 7:9 24:2 38:10 42:8 47:2 77:1 90:3 104:7 112:10 158:1 177:3 226:1 236:1 272:4 315:3 317:1 321:10 421:1 436:1 505:2 580:2 599:4 644:3 648:3 853:9 862:3 943:3 1098:2 1219:2 1320:3 1516:6 1549:3 1574:1 2591:1 3134:1 3462:3 3580:2
TRZETKX128F933B0D3,Country,2:13 5:3 6:2 8:1 9:2 10:4 12:2 13:2 15:4 17:2 26:1 35:1 48:1 49:7 54:3 59:3 71:4 78:1 120:1 148:6 154:3 167:3 176:3 190:2 237:2 271:1 291:1 345:1 426:2 437:2 470:1 574:2 618:1 668:2 759:1 868:1 979:2 1283:2 1545:2 3065:3 3194:1 3562:1
TRKCIVY128F933A3AF,Country,1:10 2:3 3:31 4:9 5:12 7:4 8:4 9:5 12:3 16:6 18:5 21:21 22:1 25:7 28:2 29:11 31:4 33:3 34:1 35:11 41:4 44:3 45:3 53:10 54:1 55:3 62:4 71:3 78:3 89:3 96:6 103:1 120:1 123:1 141:3 144:1 157:1 159:1 162:3 172:1 221:3 241:3 299:1 372:2 478:3 770:1 810:1 1005:3
TREQGLG128F4290E3D,Country,1:5 3:3 4:2 5:6 6:2 7:4 9:2 15:1 16:2 20:2 21:4 22:2 25:1 29:1 41:2 71:2 74:2 78:2 85:1 91:2 108:2 136:2 146:3 156:2 172:3 203:1 229:2 255:2 270:4 279:2 280:2 290:2 294:2 308:2 332:2 581:2 627:2 728:3 803:2 1098:2 1261:2 2124:2 3092:2 3137:1
TRIZYGM128F42B2626,Country,1:14 2:2 3:26 5:28 6:3 9:1 10:1 14:1 15:1 17:8 18:1 19:5 21:6 22:12 23:2 25:1 26:2 34:1 36:1 44:1 52:1 57:2 63:1 66:2 70:1 71:12 73:2 85:12 118:8 125:6 130:13 146:12 165:1 169:2 213:2 251:1 279:1 304:12 347:12 458:4 461:1 502:8 539:1 578:1 590:4 601:13 723:1 858:1 904:1 1038:1 1406:1 2210:1 2572:1
TREGJGL128F4281E9B,Country,1:8 3:14 4:2 7:8 9:2 15:2 16:2 18:1 24:1 25:2 27:6 29:2 30:2 35:1 43:1 45:1 48:1 51:1 56:4 58:2 63:1 68:2 69:12 74:1 84:2 111:3 133:1 185:1 187:6 245:2 336:2 416:1 636:1 726:1 747:1 758:6 1098:1
TRNCXQR128F4262F0B,Country,2:10 3:5 4:1 5:1 6:4 10:2 13:2 16:1 19:2 21:4 25:2 26:3 32:2 35:2 40:1 52:2 55:1 61:2 63:3 65:2 72:1 79:1 89:1 113:1 133:4 136:2 146:1 165:2 200:2 203:1 212:2 247:2 304:4 355:2 443:2 471:2 540:4 568:1 601:1 673:6 754:1 1180:1 1215:1 1270:1 1376:1 1457:2 1680:1 2012:2 2080:1 2104:1 2169:1 2777:2 3944:2 4577:1
TREJTKG128F92DE5DC,Country,1:4 2:6 3:3 8:6 10:1 14:1 15:1 18:1 19:4 21:2 22:6 23:1 26:1 28:2 34:1 35:1 37:1 40:1 58:2 71:1 72:1 74:1 81:1 85:1 87:1 88:2 91:1 108:7 119:1 137:6 143:1 148:1 216:1 219:7 266:1 280:1 319:1 344:1 398:1 413:1 483:3 508:1 666:1 725:1 726:1 774:1 888:1 1313:1 1357:1 1411:1 1443:1 2592:1 4426:1
TRGWEFK12903CA4372,Country,1:1 2:4 5:3 8:2 10:1 11:3 12:2 13:1 17:1 32:4 36:1 48:1 49:1 50:1 59:1 71:1 79:1 89:2 140:1 148:1 190:1 216:1 219:1 234:1 259:1 311:1 328:1 352:2 392:1 395:1 519:1 721:1 755:1 787:1 824:1 879:1 885:1 893:1 934:1 1099:1 1941:1 2018:1 2097:1 2637:1 3256:1 4124:1 4744:1
TRMJLOX128F92F17BB,Country,1:5 2:1 5:2 6:2 7:11 8:2 12:2 24:6 37:11 46:1 61:5 71:2 76:2 96:11 98:2 134:3 203:11 206:1 323:1 346:2 1412:16
TRSCLDV128F92FE706,Country,1:3 2:2 3:1 4:3 5:2 6:1 7:2 8:3 9:2 11:2 12:5 13:1 15:1 16:2 20:2 22:1 27:3 28:2 30:2 36:1 37:1 39:3 41:2 44:5 53:2 56:1 63:1 65:1 68:1 71:3 74:5 80:1 105:1 107:1 111:1 131:1 153:2 166:2 173:2 185:2 197:2 200:1 229:5 245:1 265:1 269:6 292:1 355:1 420:1 494:1 500:1 545:1 1114:1 1385:1 1572:1
TRJUXZR128F4290E58,Country,1:10 2:10 3:2 5:1 7:2 13:1 15:2 35:2 92:1 103:2 105:2 139:2 150:2 214:10 245:1 274:1 325:1 346:1 369:1 404:1 491:2 500:2 525:2 582:2 728:1 827:2 921:2 982:1 1098:1 1397:1 3892:1
TRRVHCL128F42AD1F5,Country,1:10 2:8 4:5 5:10 6:5 7:1 8:4 11:3 12:1 13:2 15:1 17:1 21:8 23:4 25:1 27:1 28:1 51:2 54:1 60:1 71:4 72:2 74:2 76:1 89:2 93:1 122:1 126:1 136:4 141:1 145:1 154:1 160:1 194:2 214:1 225:8 254:2 256:1 266:1 344:2 358:1 449:2 564:8 679:1 733:2 806:1 837:1 921:1 925:1 1136:1 1281:1 1473:3 2258:1 2429:3 3856:2 4914:7
TRCVCUX128F9331BF2,Country,1:1 23:1 28:5 72:1 112:6 137:1 151:8 181:1 256:1 371:2 463:5 474:4 482:2 507:1 556:7 632:2 710:2 897:3 921:6 923:1 978:12 1016:1 1022:3 1328:1 1380:1 1558:1 1641:1 1733:1 2280:1 2297:2 2414:4 2545:1 2574:2 2577:17 2747:1 2843:1 3072:1 3153:3 3232:1 3463:4 3691:1 4213:1 4348:3 4502:3 4633:1
TREIDMI12903CCC6F5,Country,1:10 2:19 3:1 4:5 5:10 6:8 8:6 10:5 12:2 13:19 23:1 27:2 31:1 35:1 36:2 46:1 51:12 64:1 79:1 81:1 87:1 92:1 205:20 257:19 274:1 495:9 499:1 517:1 568:19 590:2 610:1 634:4 693:6 745:1 876:4 987:1
TRMOHXM128F428A1CB,Country,1:12 2:3 3:4 4:4 7:6 10:2 11:4 13:3 14:2 20:4 23:10 26:4 27:8 36:1 39:8 65:3 103:4 119:4 152:4 264:8 280:3 343:4 393:4 625:1 1825:2 2203:2
TRSYQXF128F4261D3F,Country,1:16 2:3 3:1 4:20 5:1 6:1 8:1 10:2 11:2 12:3 15:1 16:3 20:13 21:1 22:6 25:6 26:3 27:3 30:10 33:3 35:3 36:1 39:7 46:4 52:1 55:1 61:2 76:2 79:1 88:2 91:1 96:6 105:1 126:1 134:1 135:3 136:3 144:1 157:15 219:1 228:1 231:1 248:3 347:1 352:1 440:1 452:39 480:1 497:1 567:3 602:1 607:1 784:1 1332:1 2056:1 2214:1
TRGQRPM128F92FE720,Country,1:9 2:9 3:1 4:1 5:1 6:1 7:1 9:6 11:1 15:2 16:1 17:2 18:1 21:2 25:7 26:1 28:6 32:1 39:5 45:2 55:1 67:1 68:5 75:1 78:1 83:1 95:1 108:1 130:1 133:5 182:2 211:5 216:3 244:2 277:1 279:1 311:5 338:1 429:1 433:2 491:1 529:5 563:2 568:1 622:1 677:1 718:1 815:2 915:1
TRXZGRB128F92E8339,Country,2:16 3:10 4:2 5:4 8:1 14:1 21:6 22:21 23:1 29:1 31:1 32:6 44:1 49:1 52:1 58:1 63:1 65:1 105:2 115:1 131:2 136:10 137:5 144:1 147:1 157:1 163:3 178:1 217:1 223:1 235:1 277:1 299:1 354:2 358:1 464:2 468:4 470:1 491:3 492:1 1035:1 1098:1 1112:1 1146:6 1396:8 1853:1 2231:1 2295:3 2462:3
TRWINXO128F92C485E,Country,2:2 6:1 10:1 11:7 12:5 13:7 17:1 22:2 27:1 30:4 33:1 37:1 59:1 71:2 126:2 127:2 183:1 190:1 230:2 251:1 260:1 305:1 404:1 481:1 487:1 551:1 575:2 595:2 641:1 736:1 754:1 806:1 820:1 836:1 902:1 949:1 954:2 1342:1 1356:1 1809:1 1856:2 2160:1 2444:1 2477:1 4657:1
TRCFKEK128F4293782,Country,1:11 2:14 3:9 4:5 6:3 7:1 13:3 14:7 27:5 39:1 40:1 41:1 46:1 55:4 57:29 60:19 64:1 73:5 78:1 98:1 105:3 111:1 119:1 134:1 201:3 235:2 256:1 266:1 269:2 274:2 300:1 311:1 366:3 399:1 406:1 489:1 491:1 504:1 610:2 926:2 982:2 1085:1 1098:1 1161:1 1603:1 1636:3 3002:1
TROBZUE128F426C479,Country,1:12 2:2 4:10 5:7 7:18 8:3 12:2 17:1 35:11 36:7 44:3 46:2 48:7 53:12 58:3 61:8 63:3 64:12 80:1 120:2 135:1 248:11 274:4 291:1 438:1 517:1 618:1 622:3 752:7 868:1 979:1 1185:1 1190:1 1497:1 1824:1 2084:1 2963:3
TRUWIKY128F92FBEA1,Country,1:4 2:6 3:4 5:1 7:2 10:2 11:2 12:3 18:3 21:5 22:1 25:3 26:1 27:1 28:1 49:2 66:1 69:2 89:2 126:2 156:1 166:1 204:1 210:2 212:2 245:4 254:1 267:1 278:1 279:1 313:2 367:3 369:2 450:2 466:3 477:1 670:2 853:8 893:4 981:1 994:1 1042:1 1477:4 2200:1 3477:1
TRFWEZD128F426BA3F,Country,1:6 2:5 3:3 4:3 5:7 6:3 7:1 9:3 11:2 13:1 14:1 15:2 22:2 23:1 25:3 26:6 27:1 28:2 30:1 32:2 46:2 56:6 62:1 68:9 92:1 93:1 95:1 115:1 122:2 123:2 148:12 156:3 255:1 291:1 292:1 500:1 535:1 568:1 717:7 784:1 1053:1 1145:1 1401:1 1498:2 1550:1 1730:7 2043:4 2570:1 2755:6 2947:6
TRSCIHM128F421ED6B,Country,1:9 3:7 4:2 5:3 7:4 8:4 11:2 13:1 15:1 16:1 20:2 27:4 28:8 40:1 43:1 44:1 72:1 85:1 116:1 130:2 142:1 156:2 160:2 187:4 245:1 266:2 268:1 306:1 372:4 571:2 627:2 670:1 1414:1
TRLAYXL128F9308CD3,Country,1:4 2:3 3:12 5:1 6:7 7:1 9:1 11:5 13:5 15:2 16:1 18:1 19:2 21:1 23:7 27:6 31:1 34:5 35:1 41:1 55:5 56:5 61:1 68:5 79:1 81:10 84:1 92:1 120:1 155:5 156:1 171:1 185:1 225:1 255:1 256:1 270:1 300:1 325:1 336:1 344:1 345:1 375:1 448:1 483:1 514:5 566:1 623:5 938:1 1015:1 1098:1 1487:1 1725:1
TRJSXRV128F426C0FD,Country,1:6 3:8 4:11 5:5 7:7 9:1 11:17 14:1 18:2 20:4 23:3 27:1 28:1 46:2 56:2 62:3 66:2 78:6 81:7 111:3 114:4 123:1 154:6 229:3 251:2 314:1 350:3 367:1 372:2 436:4 605:2 625:3 627:1 670:2 725:4 825:2 1226:1 1334:1 1557:12 1667:1 1734:1 2310:1
TRFEDLN12903CFEFD4,Country,1:1 2:6 3:5 4:2 5:3 7:7 9:1 10:7 13:1 14:3 19:1 21:5 22:1 24:1 25:1 28:1 30:2 34:2 58:3 59:1 74:1 82:2 93:1 118:1 121:1 127:1 131:2 133:2 152:2 159:1 188:1 206:3 216:1 232:2 240:1 251:1 323:3 350:2 367:2 393:1 432:1 461:1 506:1 510:5 603:1 961:1 1055:1 1196:2 1382:1 1692:1 1825:2 2715:5
TRNFARA128F4291328,Country,1:1 4:2 11:8 12:1 18:2 21:1 41:10 60:1 63:1 73:6 78:5 79:1 82:10 94:5 108:6 172:1 180:1 225:1 255:1 295:2 308:2 350:2 356:1 372:1 468:1 605:1 845:2 1188:1 1414:1 1730:1
TRRKHJA128F42B641C,Country,1:14 2:4 3:17 5:4 6:1 10:2 11:6 20:8 26:1 28:2 29:1 35:1 37:8 39:2 43:8 51:1 54:2 63:1 65:1 79:1 82:10 85:1 99:1 105:1 127:1 141:7 143:1 148:12 154:1 162:1 164:1 166:1 168:2 185:2 190:1 195:2 199:1 220:1 266:2 300:1 307:1 344:1 382:1 419:1 439:2 446:1 469:1 501:2 566:1 659:1 748:1 914:2 939:1
TRHVTBD128F92FEEE6,Country,1:11 2:8 3:13 5:2 7:4 8:3 9:2 10:1 16:2 21:11 22:6 25:2 27:11 39:6 49:2 56:1 58:2 63:2 95:2 105:2 115:1 227:2 255:2 262:2 285:3 290:2 294:2 345:2 350:2 355:1 439:1 636:2 670:3 799:2 1143:1 1162:1 1825:1 1826:1 3063:4 3774:2
TRTOMHA128F935F6D0,Country,4:2 6:2 13:1 14:6 18:3 27:3 28:1 32:4 35:2 39:1 40:4 49:3 64:5 80:4 81:3 87:1 91:2 95:2 115:5 161:2 172:2 184:7 274:2 355:2 472:1 538:2 1272:4 1902:1 2254:1 2640:1 3682:1
TRXZDKR128F93247FA,Country,3:19 4:18 5:10 8:17 9:8 12:1 14:2 16:2 23:1 24:4 25:2 29:6 31:1 33:2 35:8 40:3 53:6 54:8 60:2 70:8 100:1 136:1 162:1 193:2 223:2 225:2 256:3 262:1 316:8 343:1 396:1 469:2 494:8 575:1 1021:1 1407:8 2386:2 2450:2
TRPNXBV12903CDDD16,Country,1:2 2:9 4:1 5:2 6:4 7:5 10:1 11:6 12:1 13:4 17:4 19:4 20:2 21:4 25:2 26:4 41:1 44:3 46:6 48:1 51:1 55:3 79:1 95:2 96:2 134:1 186:1 204:2 222:2 241:2 332:3 351:4 359:2 399:1 429:2 557:4 567:4 590:1 649:2 787:1 893:2 1038:1 1098:1 1376:2 1928:1 2275:2 2452:1 3086:2 3612:2 4038:2 4043:1
TRIMDSE12903CA90A5,Country,1:8 2:2 3:3 4:1 5:3 6:1 7:2 10:6 11:5 21:4 26:1 28:1 37:1 51:1 55:3 57:1 67:2 85:1 107:2 119:3 194:1 197:1 360:1 366:3 413:1 561:1 574:1 753:1 779:1 980:1 1230:2 1472:1 1592:1 1655:1 1803:12 2312:1 3819:1 4175:1
TROBACV128F1459CCF,Country,1:2 2:7 3:12 4:1 5:5 9:1 11:2 14:6 16:2 17:4 21:13 25:1 27:1 31:1 35:3 36:2 39:1 41:4 51:2 64:1 65:2 74:1 81:6 85:1 100:4 105:1 113:1 123:1 133:2 145:2 159:2 172:2 242:2 245:1 255:2 268:2 269:2 500:1 563:2 762:1 1490:1 1772:2 1906:1 2266:1 2546:2 3137:1
TRLNFTQ128F92D0669,Country,1:1 2:6 3:2 5:8 6:1 8:2 10:1 12:1 14:3 15:1 18:5 19:3 20:1 30:10 35:1 40:2 44:1 59:6 65:1 69:1 74:3 88:1 89:1 111:1 118:1 165:1 186:1 211:3 230:2 237:1 251:3 254:4 268:1 278:1 376:2 450:1 456:2 483:6 506:1 513:2 575:2 597:1 674:1 991:1 1142:1 1169:1 2854:2 3766:2
TRCFQUF128EF349BEA,Country,2:3 4:2 6:4 7:2 9:4 12:1 16:2 22:1 25:2 27:1 29:1 31:1 34:1 46:4 66:1 70:2 79:1 81:1 100:1 107:4 116:8 120:1 124:1 159:2 162:4 184:1 221:1 248:2 256:2 270:1 275:1 326:1 445:1 538:1 585:1 692:10 990:1 3379:2 3907:1
TRWGJEE128F92F0036,Country,1:5 2:1 3:12 6:4 7:8 9:8 10:2 11:2 13:5 16:5 18:1 20:1 22:1 23:2 25:3 26:2 27:1 30:2 31:1 32:2 35:1 39:1 40:2 41:2 48:2 50:1 52:4 63:3 64:1 78:2 83:2 88:2 91:1 101:2 118:2 121:1 123:1 124:2 127:4 137:1 157:1 160:4 271:2 279:2 290:2 311:2 355:1 372:4 462:2 537:4 646:2
TREAEXJ128F92E71A4,Country,9:1 12:2 30:1 230:1 380:1 576:1 1098:1 1120:1 2060:1
TRGVZIZ12903CEA5BA,Country,1:1 2:5 3:10 6:2 7:7 8:7 9:1 10:5 11:3 12:9 14:2 15:11 16:3 17:4 18:1 22:3 28:1 30:1 33:2 43:1 44:7 49:1 51:2 61:4 70:1 76:4 85:1 89:9 98:3 100:7 140:1 292:1 337:1 360:2 406:1 549:1 700:2 792:2 905:2 1024:1 1094:2 1142:2 1253:2 1585:1 1716:2 1791:2 1874:1 2240:7 3770:1 3855:1
TROKLRX128F1464C3B,Country,1:5 3:15 4:2 5:7 9:2 10:3 11:13 15:3 17:4 18:5 20:3 23:3 27:4 29:2 34:2 41:1 46:3 55:1 58:2 62:4 72:2 78:2 81:2 82:2 89:1 91:1 93:2 118:4 119:1 127:2 140:2 147:2 156:2 172:4 192:1 213:2 217:3 235:2 245:3 255:2 256:1 328:2 350:1 420:2 803:2 1098:1 1662:5 3137:2
TRNPGLR128F426C1D4,Country,1:6 3:9 4:7 5:8 6:3 7:3 9:2 11:7 15:2 21:3 23:4 25:1 26:2 27:1 28:2 31:1 41:2 56:1 63:2 64:3 68:4 69:2 75:2 81:2 85:2 119:2 123:2 141:1 147:4 152:2 153:1 156:2 165:2 190:2 231:2 245:1 256:5 266:4 340:1 355:1 446:2 481:2 520:2 717:2 784:2 1027:2 1150:2 1401:2 1636:1
TRTXFKD12903CC0126,Country,1:5 2:1 3:7 4:6 5:1 6:1 7:1 8:1 9:5 11:1 12:7 13:5 14:2 15:1 18:5 20:3 22:3 23:1 24:5 25:8 26:1 27:3 30:1 31:1 35:4 37:2 43:3 48:1 51:1 54:1 58:1 65:1 88:1 94:1 103:5 113:1 124:1 139:1 145:1 182:1 191:1 214:3 249:3 250:1 276:1 316:5 361:1 449:1 537:1 569:3 583:1 748:1 1035:1 1162:1 1318:1 2181:1
TRPMXET128F4289D3C,Country,1:11 2:1 3:23 4:2 5:3 6:1 7:1 9:2 11:2 13:2 21:11 22:1 23:1 24:1 25:1 26:2 27:7 28:1 30:2 32:4 41:1 44:10 56:8 58:2 67:1 70:2 78:1 89:2 108:1 115:1 127:1 134:1 153:2 164:3 227:2 251:2 256:1 311:1 329:2 334:2 345:1 368:1 370:1 414:1 432:6 469:1 642:1 2794:1 4858:1 4991:1
TRMLNWF12903CF4AB0,Country,2:8 3:1 4:1 5:5 7:5 8:2 9:2 10:7 11:1 14:5 16:1 18:4 19:2 21:4 23:1 26:1 28:3 33:1 37:1 41:1 46:2 49:3 67:5 71:1 85:1 115:1 120:1 123:1 132:1 154:1 176:2 191:1 293:1 299:1 349:1 352:1 426:1 520:2 531:1 611:1 619:2 681:1 754:1 776:1 870:1 936:1 1043:1 1046:1 1111:1 1136:1 1317:1 1351:1 1633:1 2258:2 3111:1 3640:1
TRIAVBO128F42850BD,Country,2:1 3:1 5:6 8:2 9:3 10:4 11:2 13:2 14:3 15:3 16:1 19:3 23:1 25:1 26:2 28:1 31:1 33:3 34:1 35:3 45:2 46:2 49:2 54:3 55:1 58:2 59:1 81:2 83:2 84:5 87:1 92:2 93:8 113:1 134:2 148:1 162:2 172:2 216:2 244:1 251:1 267:1 274:2 287:2 291:5 325:1 439:1 451:1 494:3 552:1 678:1 1073:2 2822:3
TRWWSRY128F42850BF,Country,1:17 2:6 4:5 5:9 6:3 7:4 10:2 11:2 13:4 20:2 23:3 25:3 27:10 34:1 37:1 44:3 46:1 48:1 51:2 53:2 58:6 63:2 71:1 74:1 78:3 81:1 94:1 124:2 131:3 139:4 141:4 146:6 157:1 169:1 205:2 227:2 235:3 249:4 307:2 328:1 439:2 525:2 591:2 869:1 904:3 1019:2 1188:4 1313:2 1481:1 1651:2 1730:1
TRQYSCM128F4272817,Country,1:4 2:1 3:7 6:7 8:5 9:1 11:2 12:3 15:2 16:1 18:4 21:2 23:17 25:1 27:17 28:1 31:1 32:1 35:3 36:1 43:1 44:1 51:1 53:2 54:1 56:3 65:1 81:2 99:1 100:1 108:1 118:1 127:3 132:1 147:2 210:3 211:1 219:1 231:1 235:1 255:1 265:1 269:1 285:1 316:3 346:1 396:17 431:3 859:1 861:1 906:1 1385:1 1597:3 2386:1 4445:1
TRVFSYC128F1476FF4,Country,1:6 3:5 4:5 5:10 6:1 8:3 10:2 11:1 12:2 18:1 19:6 21:7 22:3 24:3 25:1 26:2 27:2 28:1 35:4 46:4 51:1 58:2 59:3 74:3 81:1 83:3 87:1 94:1 100:3 107:3 118:1 145:3 154:1 159:3 242:1 256:2 291:1 307:1 350:1 414:3 449:1 508:1 569:3 583:1 591:1 592:3 759:1 833:1 1032:1 1617:3 1799:1 1905:1 2506:1
TRQUOYV12903CA316C,Country,2:3 5:7 6:1 10:1 13:2 17:1 18:1 31:2 32:1 41:2 50:2 53:4 58:2 78:1 79:1 80:2 108:2 127:1 145:4 184:1 215:1 334:5 602:1 805:3 957:3 1534:1 1940:1 2003:1 2267:2 2461:1 2819:1 4121:2 4525:1 4818:1
TRUELGM12903CEB72B,Country,1:5 2:5 3:4 4:4 6:1 8:3 9:4 10:4 11:4 18:2 21:1 23:2 25:3 27:4 28:2 31:1 32:4 36:2 56:1 67:4 68:1 70:4 75:2 106:1 110:2 111:1 132:4 140:2 144:1 178:2 185:1 220:1 222:2 244:1 322:4 376:2 381:2 396:1 479:1 500:2 561:2 655:2 770:2 1117:2 1683:1 1788:2
TROPXRT128F92E723A,Country,9:1 12:2 30:1 230:1 380:1 576:1 1098:1 1120:1 2060:1
TRISRXE128F92E7384,Country,1:1 2:2 3:2 4:1 5:2 6:1 7:1 9:2 13:1 14:1 23:1 32:1 34:1 53:1 59:1 67:1 69:1 70:1 74:1 80:5 97:1 110:1 123:1 145:1 165:1 184:1 185:1 231:2 281:1 355:1 381:1 464:1 501:1 502:1 531:1 681:1 891:1 2005:1 2059:1 2425:1 3122:1 3536:1 4179:1
TRCNOZW128F429289C,Country,1:10 2:6 3:5 6:3 12:2 14:3 15:5 17:1 20:10 23:1 24:2 25:1 27:2 32:2 34:2 35:1 40:1 45:1 48:6 51:1 56:4 60:4 81:1 84:1 86:1 94:2 98:1 103:9 107:2 111:1 118:1 121:1 141:3 147:1 148:1 180:2 202:2 256:1 285:1 304:1 307:1 339:1 370:2 396:1 435:1 456:1 464:1 583:1 888:1 893:1 1131:1
